,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Числ_насел
272,Забайкальский край,2008,97.0,0.7879033085772121,126362.1,105.3,65.1,263.0,100.4,1109.2
273,Забайкальский край,2009,98.0,0.4917279267019723,133973.5,105.1,65.5,264.0,97.0,1109.0
274,Забайкальский край,2010,78.0,0.0766595798911495,150548.9,101.5,66.0,234.0,114.9,1106.2
275,Забайкальский край,2011,95.0,0.2157086462385159,185196.6,104.2,66.4,252.0,111.4,1095.5
276,Забайкальский край,2012,85.63,0.6643077071449238,205203.2,105.2,66.8,214.06,106.6,1087.4
277,Забайкальский край,2013,35.49,1.2407949942287408,211655.3,99.3,67.2,235.77,107.5,1078.8
278,Забайкальский край,2014,30.76,0.5304319351662914,218366.2,102.8,67.5,236.04,104.6,1072.1
279,Забайкальский край,2015,35.44,0.5553353667153612,231890.2,93.7,67.8,230.95,99.4,1063.9
280,Забайкальский край,2016,34.18,0.8742182705710776,263346.5,100.3,68.1,231.08,103.1,1056.0
281,Забайкальский край,2017,45.35,1.0986741857783766,291717.4,99.3,68.3,229.46,103.7,1046.0
282,Забайкальский край,2018,51.62,2.5518238200512067,326599.2,100.4,68.5,227.78,103.8,1035.1
283,Забайкальский край,2019,75.25,1.3423995842766725,358683.8,95.7,68.8,225.0,105.6,1025.1
284,Забайкальский край,2020,87.19,0.6744010720676926,414483.8,99.1,68.9,217.98,99.5,1014.7
285,Забайкальский край,2021,61.65,0.5745234356263794,512723.1,95.8,69.3,216.52,108.5,1000.5
286,Забайкальский край,2022,70.68,1.0045503253077834,549172.0,97.8,69.5,211.1,102.4,992.4
287,Забайкальский край,2023,67.0,1.3485049173928942,726800.0,94.5,69.8,212.0,102.7,984.4
288,Ивановская область,2000,168.0,0.3684260355029586,14240.0,115.0,82.5,264.0,110.3,1179.0
289,Ивановская область,2001,169.0,0.2103995779201746,18947.2,89.6,82.6,256.0,108.3,1161.9
290,Ивановская область,2002,160.0,0.0959249554320955,23396.9,94.6,82.7,255.0,97.2,1144.5
291,Ивановская область,2003,158.0,0.1463693676877036,29192.4,102.5,82.6,254.0,103.3,1131.0
292,Ивановская область,2004,152.0,0.1252956966488543,35732.7,96.3,80.4,237.0,107.8,1116.7
293,Ивановская область,2005,144.0,0.93140667426163,40039.1,96.0,80.5,216.0,110.1,1101.8
294,Ивановская область,2006,140.0,0.569932837175531,50271.5,104.9,80.6,212.0,113.0,1089.8
295,Ивановская область,2007,136.0,0.3723860231164383,68865.7,100.4,80.8,207.0,112.5,1081.1
296,Ивановская область,2008,127.0,0.2503785339898804,80708.5,91.5,80.9,185.0,99.4,1074.3
297,Ивановская область,2009,114.0,0.0658313223120561,81286.7,104.0,80.8,171.0,85.5,1067.8
298,Ивановская область,2010,102.0,,103280.0,91.8,81.0,168.0,107.9,1060.1
299,Ивановская область,2011,99.0,0.1341929818300862,122231.4,109.3,81.0,156.0,105.7,1049.1
300,Ивановская область,2012,96.9,0.6851067112368218,130362.4,95.7,81.1,136.65,104.6,1039.2
301,Ивановская область,2013,88.12,0.2157193985667581,153048.9,93.0,81.1,127.63,106.2,1028.5
302,Ивановская область,2014,82.22,0.1339506758109204,148470.2,94.4,81.3,154.94,97.3,1017.4
303,Ивановская область,2015,70.25,0.0275025967011508,178498.0,103.7,81.3,136.16,92.1,1005.2
304,Ивановская область,2016,69.12,0.0541904375989342,205911.0,97.7,81.4,129.62,107.7,993.8
305,Ивановская область,2017,68.69,0.0051255573278761,215218.9,98.8,81.5,124.02,100.0,980.6
306,Ивановская область,2018,60.49,0.1176268938155717,238961.1,99.5,81.6,122.53,102.1,965.3
307,Ивановская область,2019,60.9,1.036937053891671,265742.3,99.0,81.8,88.31,102.6,953.6
308,Ивановская область,2020,62.0,0.0183340952132175,284826.2,106.3,81.8,92.09,108.5,938.8
309,Ивановская область,2021,59.39,0.6842948686769639,331080.1,96.8,82.0,94.35,108.8,924.1
310,Ивановская область,2022,58.19,2.9450942471014363,395919.8,102.7,82.1,94.09,101.7,914.7
311,Ивановская область,2023,17.0,1.3671459789898484,478100.0,108.5,82.1,86.0,110.0,905.9
312,Иркутская область,2000,893.0,0.5179907934665064,39115.2,89.6,79.3,1347.0,101.6,2623.2
313,Иркутская область,2001,890.0,0.7217598137059215,46044.3,103.2,79.3,1307.0,99.0,2599.6
314,Иркутская область,2002,820.0,0.7195189017653155,54156.9,100.6,79.3,1299.0,117.8,2577.7
315,Иркутская область,2003,823.0,0.9124970299612154,65468.6,94.9,79.4,1344.0,104.2,2552.3
316,Иркутская область,2004,785.0,0.6492758067980278,84014.3,101.9,79.3,1021.0,100.3,2524.1
317,Иркутская область,2005,814.0,0.566508311845809,102904.3,99.3,79.3,949.0,108.6,2492.2
318,Иркутская область,2006,807.0,0.3580735129338161,133413.7,98.4,79.4,1025.0,108.0,2467.4
319,Иркутская область,2007,789.0,0.5182075361345589,163588.0,108.3,79.4,1013.0,104.4,2455.4
320,Иркутская область,2008,814.0,0.5238847958903723,178988.3,101.5,79.4,1154.0,104.8,2448.3
321,Иркутская область,2009,640.0,0.4517537031777457,187688.7,97.3,79.4,883.0,96.1,2440.4
322,Иркутская область,2010,594.0,0.3169948676257596,224364.2,97.2,79.6,1008.0,113.3,2428.0
323,Иркутская область,2011,583.0,0.5390319991099364,261516.9,102.1,79.4,1011.0,111.4,2425.0
324,Иркутская область,2012,614.26,0.2973880024651355,304432.0,101.3,79.2,1109.69,112.9,2423.2
325,Иркутская область,2013,537.89,0.932183109112982,332498.6,101.3,79.0,921.24,102.5,2420.1
326,Иркутская область,2014,499.98,0.6405415153590323,378852.0,102.4,78.9,801.79,104.4,2417.2
327,Иркутская область,2015,507.01,0.7979316725592123,414538.8,92.1,78.8,828.99,105.8,2415.7
328,Иркутская область,2016,514.27,0.8113423260816208,471911.8,106.1,78.6,802.11,107.9,2412.4
329,Иркутская область,2017,524.49,1.3827429976400911,526207.1,100.8,78.3,860.91,104.7,2408.2
330,Иркутская область,2018,527.65,1.223969988063092,607208.3,99.6,78.1,921.34,101.0,2402.4
331,Иркутская область,2019,510.05,1.8653417024306247,641937.5,96.7,77.9,871.04,100.4,2396.4
332,Иркутская область,2020,441.72,2.6639394627653687,625618.7,103.8,77.7,878.7,102.7,2380.8
333,Иркутская область,2021,426.29,1.6908348143365677,831532.4,100.8,77.6,860.69,101.2,2363.4
334,Иркутская область,2022,447.13,1.6280429636651674,1001234.6,103.6,77.5,963.58,102.5,2344.4
335,Иркутская область,2023,464.0,2.6119051947994154,1086400.0,97.6,77.4,1037.0,98.3,2330.5
336,Кабардино-Балкарская Республика,2000,49.0,0.1742026659470361,15948.9,108.4,56.6,480.0,117.2,886.7
337,Кабардино-Балкарская Республика,2001,50.0,0.7570525579505536,21834.2,113.4,56.6,436.0,111.7,894.3
338,Кабардино-Балкарская Республика,2002,54.0,0.779433137939362,25369.9,105.4,56.6,418.0,106.0,901.1
339,Кабардино-Балкарская Республика,2003,52.0,0.8008839345473008,29036.2,102.6,58.6,488.0,116.2,889.6
340,Кабардино-Балкарская Республика,2004,50.0,0.4699152236093471,32884.8,103.6,58.3,476.0,104.5,877.3
341,Кабардино-Балкарская Республика,2005,47.0,0.9474335793057388,42253.1,92.7,57.7,463.0,121.5,866.2
342,Кабардино-Балкарская Республика,2006,42.0,0.9802561550876594,50225.2,101.6,57.5,460.0,109.5,858.5
343,Кабардино-Балкарская Республика,2007,39.0,1.2091263926458893,57011.8,107.4,57.4,457.0,111.7,857.3
344,Кабардино-Балкарская Республика,2008,38.0,1.5895781620631604,67731.3,110.1,54.8,454.0,105.3,858.1
345,Кабардино-Балкарская Республика,2009,35.0,0.6261352023527225,76451.1,104.1,54.7,448.0,112.7,859.6
346,Кабардино-Балкарская Республика,2010,33.0,1.0340202681666286,89668.3,109.6,54.4,443.0,100.2,859.8
347,Кабардино-Балкарская Республика,2011,32.0,0.8738996296684678,105251.5,109.4,54.1,441.0,107.9,861.7
348,Кабардино-Балкарская Республика,2012,29.58,2.8052210077292727,123604.5,104.6,53.8,443.13,122.4,865.0
349,Кабардино-Балкарская Республика,2013,28.54,3.631429691407253,128113.9,104.2,53.5,443.99,93.5,867.4
350,Кабардино-Балкарская Республика,2014,29.01,1.2129767465735846,134335.3,99.9,53.3,370.29,110.3,872.8
351,Кабардино-Балкарская Республика,2015,28.34,1.047699139126914,137647.8,104.1,53.1,375.2,104.2,878.5
352,Кабардино-Балкарская Республика,2016,29.39,0.3085137817152031,173590.0,104.9,52.8,378.97,90.2,883.9
353,Кабардино-Балкарская Республика,2017,29.28,,175147.8,104.7,52.6,347.74,100.4,888.5
354,Кабардино-Балкарская Республика,2018,30.85,,181478.0,103.1,52.4,347.75,80.6,892.1
355,Кабардино-Балкарская Республика,2019,30.69,,191721.5,104.9,52.2,345.45,97.6,897.4
356,Кабардино-Балкарская Республика,2020,28.81,,200313.5,108.4,52.0,302.84,115.1,900.6
357,Кабардино-Балкарская Республика,2021,28.06,,235770.1,109.0,51.9,255.17,105.4,904.3
358,Кабардино-Балкарская Республика,2022,29.42,0.0172767329077278,286415.1,110.0,51.8,141.84,106.5,903.3
359,Кабардино-Балкарская Республика,2023,25.0,,321900.0,110.1,51.7,156.0,102.4,905.5
360,Калининградская область,2000,152.0,0.1116258699973808,24308.8,102.5,77.6,188.0,117.0,957.5
361,Калининградская область,2001,150.0,0.061440520676087,33797.4,93.5,77.6,186.0,110.1,955.4
362,Калининградская область,2002,151.0,0.524677033820784,42019.6,100.6,77.6,187.0,104.2,954.1
363,Калининградская область,2003,150.0,0.7698389783928636,49167.4,101.5,77.7,189.0,104.7,947.9
364,Калининградская область,2004,147.0,0.6310078870539021,70426.0,103.4,77.8,185.0,122.5,942.1
365,Калининградская область,2005,139.0,0.7616132437901405,87122.8,100.5,77.3,174.0,127.4,936.6
366,Калининградская область,2006,131.0,2.1818754744824203,110255.4,97.4,77.3,164.0,166.6,934.3
367,Калининградская область,2007,116.0,1.5481905150989004,153964.0,96.3,77.3,146.0,114.4,935.3
368,Калининградская область,2008,103.0,0.7827901110468369,191533.4,155.9,77.2,135.0,101.8,936.6
369,Калининградская область,2009,87.0,0.8309010875438592,180797.2,107.5,77.2,116.0,95.3,938.6
370,Калининградская область,2010,88.0,0.5550061788278976,208193.2,95.5,77.6,112.0,116.0,941.8
371,Калининградская область,2011,91.0,0.5041842320152959,255184.6,99.4,77.3,115.0,150.1,947.0
372,Калининградская область,2012,103.05,1.144960860894509,278984.6,106.3,77.2,116.54,101.9,955.3
373,Калининградская область,2013,102.18,0.5460020957947092,287490.4,104.2,77.1,111.6,99.1,964.0
374,Калининградская область,2014,102.82,0.3233571514761931,324788.4,110.2,77.0,109.18,109.9,970.1
375,Калининградская область,2015,106.74,1.0327226739801714,359164.5,110.1,76.9,103.83,92.2,977.8
376,Калининградская область,2016,111.06,0.4056007397836799,424365.1,94.9,76.9,108.96,100.9,987.9
377,Калининградская область,2017,111.12,0.3458250424914972,450182.7,101.0,76.8,108.05,101.8,996.5
378,Калининградская область,2018,100.27,0.3032430006422024,493056.8,110.0,76.9,104.66,104.9,1004.5
379,Калининградская область,2019,106.85,0.0173188966644092,515852.5,114.4,76.9,108.86,100.4,1015.3
380,Калининградская область,2020,104.7,0.0736879204356292,539350.5,109.2,76.9,107.77,93.6,1021.6
381,Калининградская область,2021,90.83,0.1875373275329052,666279.8,99.7,76.8,109.31,104.3,1031.0
382,Калининградская область,2022,88.12,0.0264548766164467,715358.6,101.9,76.6,110.77,77.3,1032.3
383,Калининградская область,2023,97.0,0.1814469300345297,760000.0,103.2,76.5,106.0,96.7,1033.9
384,Калужская область,2000,109.0,0.2044328607347102,22438.0,102.2,74.4,164.0,116.12,1060.3
385,Калужская область,2001,113.0,0.2768876333961079,30201.9,97.6,74.6,157.0,116.3,1049.6
386,Калужская область,2002,112.0,0.1891983231008151,35708.4,92.8,74.9,160.0,110.02,1038.6
387,Калужская область,2003,108.0,0.3189395134927971,47136.5,106.3,75.0,152.0,116.42,1031.7
388,Калужская область,2004,105.0,0.8826546975711197,56325.6,97.9,75.0,147.0,106.5,1027.6
389,Калужская область,2005,99.0,0.4254252408958493,69192.2,93.9,75.2,145.0,105.8,1023.3
390,Калужская область,2006,99.0,0.3461270683281002,84317.4,96.5,75.2,141.0,107.8,1020.2
391,Калужская область,2007,98.0,0.3814506252849315,109790.3,107.6,75.3,141.0,110.7,1017.7
392,Калужская область,2008,96.0,0.3219643816525083,147929.5,100.5,75.3,135.0,122.9,1015.6
393,Калужская область,2009,95.0,0.4486405917928878,152611.6,104.1,75.2,136.0,94.7,1015.0
394,Калужская область,2010,92.0,0.4997268841731207,186347.8,91.4,76.3,129.0,133.5,1009.2
395,Калужская область,2011,88.0,0.4568469301253679,232085.4,106.4,76.2,126.0,125.3,1013.8
396,Калужская область,2012,83.86,0.6083904807110511,280982.6,102.8,76.2,122.33,110.2,1016.7
397,Калужская область,2013,93.03,1.694088737574315,287440.6,92.3,76.1,117.81,105.9,1020.9
398,Калужская область,2014,89.54,1.4778135419554337,318031.6,103.2,76.2,112.88,103.9,1032.1
399,Калужская область,2015,86.42,1.6163202464792876,328423.9,109.3,76.0,108.8,94.6,1037.0
400,Калужская область,2016,84.02,0.3073720584288223,392893.2,100.1,75.8,102.89,108.1,1047.4
401,Калужская область,2017,72.4,0.6645818587580199,435720.9,111.9,75.7,110.28,119.8,1050.5
402,Калужская область,2018,71.49,1.0244369840999057,482561.6,110.7,75.4,102.45,109.7,1053.4
403,Калужская область,2019,71.36,0.3838718936662423,522193.9,112.8,75.2,97.36,105.7,1052.2
